Date,neg,neu,pos,sentiment
2023-10-26,0.022555555555555558,0.8705555555555555,0.10677777777777779,0.19547777777777778
2023-10-27,0.0,0.9457000000000001,0.0543,0.03504
2023-10-30,0.0,0.0,0.0,0.0
2023-10-31,0.0,0.909,0.091,0.125
2023-11-01,0.0,0.803,0.197,0.4019
2023-11-02,0.07614285714285714,0.6824285714285715,0.2414285714285714,0.16212857142857143
2023-11-03,0.0,0.7426666666666666,0.25733333333333336,0.30926666666666663
2023-11-06,0.0,0.8595,0.14049999999999999,0.22098333333333334
2023-11-07,0.0,0.9425,0.0575,0.0386
2023-11-08,0.0,0.914,0.086,0.0683
2023-11-09,0.0,0.9754285714285713,0.02457142857142857,0.0516
2023-11-10,0.0,0.7701666666666668,0.22983333333333333,0.37733333333333335
2023-11-13,0.0,1.0,0.0,0.0
2023-11-14,0.0,1.0,0.0,0.0
2023-11-15,0.0,1.0,0.0,0.0
2023-11-16,0.0,1.0,0.0,0.0
2023-11-17,0.138,0.8165,0.0455,-0.05347500000000001
2023-11-20,0.0,0.9635999999999999,0.0364,0.08808
2023-11-21,0.0,0.0,0.0,0.0
2023-11-22,0.0,0.72175,0.27825,0.3447
2023-11-23,0.0,1.0,0.0,0.0
2023-11-24,0.055736842105263154,0.829,0.11526315789473685,0.1316157894736842
2023-11-27,0.07250000000000001,0.882,0.0455,0.029830000000000002
2023-11-28,0.0285,0.8918333333333334,0.07966666666666666,0.113425
2023-11-29,0.0,0.9031,0.0969,0.10445
2023-11-30,0.05739999999999999,0.9252,0.0174,-0.012869999999999998
2023-12-01,0.05825,0.8518333333333333,0.08991666666666666,0.07113333333333334
2023-12-04,0.02575,0.7705,0.20375,0.09967499999999999
2023-12-05,0.0,0.8057000000000001,0.1943,0.20066
2023-12-06,0.0,0.9090999999999999,0.09090000000000001,0.08718000000000001
2023-12-07,0.04088888888888889,0.8723333333333333,0.08677777777777779,0.028811111111111114
2023-12-08,0.036625000000000005,0.897375,0.066,0.037393749999999996
2023-12-11,0.021777777777777778,0.8583333333333333,0.11988888888888888,0.20257777777777777
2023-12-12,0.018666666666666668,0.8667777777777778,0.11455555555555555,0.13696666666666665
2023-12-13,0.0,0.9289,0.0711,0.08209999999999999
2023-12-14,0.0706,0.826,0.10339999999999998,0.043699999999999996
2023-12-15,0.027392857142857142,0.9288214285714286,0.043821428571428574,0.045082142857142855
2023-12-18,0.0,0.9430000000000001,0.057,0.0650625
2023-12-19,0.08328571428571428,0.7738571428571428,0.14285714285714285,0.04274285714285714
2023-12-20,0.023899999999999998,0.9168,0.0593,0.058289999999999995
2023-12-21,0.09281818181818181,0.8186363636363637,0.08854545454545454,0.04657272727272727
2023-12-22,0.022448275862068965,0.8904827586206897,0.08706896551724137,0.0779103448275862
2023-12-25,0.0725,0.6373,0.2903,0.18374
2023-12-26,0.0,0.7907,0.20929999999999999,0.27606
2023-12-27,0.03957142857142858,0.8612857142857143,0.09914285714285713,0.054700000000000006
2023-12-28,0.023545454545454546,0.8656363636363636,0.11072727272727273,0.10546363636363636
2023-12-29,0.032193548387096774,0.8573870967741936,0.11041935483870968,0.06873548387096776
2024-01-01,0.0845,0.8009999999999999,0.1145,0.0796
2024-01-02,0.19449999999999998,0.6105,0.19499999999999998,0.17776666666666666
2024-01-03,0.036444444444444446,0.910888888888889,0.05266666666666667,-0.04505555555555556
2024-01-04,0.0,0.869,0.131,0.22825714285714285
2024-01-05,0.049333333333333326,0.8388888888888888,0.11177777777777778,0.059974074074074075
2024-01-08,0.03415384615384615,0.8895384615384615,0.07630769230769231,0.0990153846153846
2024-01-09,0.0,0.827,0.173,0.22723749999999998
2024-01-10,0.09483333333333333,0.8389166666666666,0.06625,0.049675
2024-01-11,0.05677777777777778,0.8558888888888889,0.08733333333333333,0.06673333333333334
2024-01-12,0.01623809523809524,0.8761428571428572,0.10761904761904761,0.13951904761904763
2024-01-15,0.0,0.9536666666666667,0.04633333333333333,0.06804444444444445
2024-01-16,0.05569999999999999,0.8077,0.1366,0.013840000000000002
2024-01-17,0.042555555555555555,0.9048888888888889,0.05255555555555556,0.007699999999999997
2024-01-18,0.0324,0.9262,0.0414,0.05684999999999999
2024-01-19,0.002958333333333333,0.9010416666666666,0.09599999999999999,0.11624166666666667
2024-01-22,0.010222222222222223,0.9704444444444444,0.019444444444444445,0.037099999999999994
2024-01-23,0.011,0.9347857142857142,0.054214285714285715,0.08056428571428571
2024-01-24,0.0936,0.8314,0.075,-0.004559999999999986
2024-01-25,0.032,0.9240999999999999,0.0439,0.05765
2024-01-26,0.04803448275862069,0.9303103448275862,0.021655172413793104,-0.006865517241379304
2024-01-29,0.06785714285714287,0.8904285714285715,0.04171428571428571,-0.03744285714285713
2024-01-30,0.018375,0.945125,0.036375000000000005,0.0232
2024-01-31,0.0,0.8585714285714285,0.14142857142857143,0.14924285714285715
2024-02-01,0.0,0.8989,0.10110000000000001,0.15569000000000002
2024-02-02,0.021259259259259262,0.8200370370370371,0.1587037037037037,0.19894444444444445
2024-02-05,0.009857142857142858,0.8265714285714285,0.16357142857142856,0.2593142857142857
2024-02-06,0.0,0.8895,0.1105,0.1749388888888889
2024-02-07,0.0,0.855,0.145,0.2411
2024-02-08,0.036454545454545455,0.8287272727272726,0.1348181818181818,0.1161
2024-02-09,0.03711764705882353,0.8034705882352942,0.15944117647058823,0.12167058823529411
2024-02-12,0.05146666666666667,0.8196,0.12893333333333334,0.12622
2024-02-13,0.011466666666666665,0.8300666666666667,0.15846666666666664,0.14853333333333332
2024-02-14,0.019700000000000002,0.6949,0.2854,0.31008
2024-02-15,0.019655172413793102,0.8735172413793104,0.10682758620689654,0.21612758620689657
2024-02-16,0.01947741935483871,0.873825806451613,0.10670322580645163,0.1269135483870968
2024-02-19,0.04316,0.89338,0.06346,0.06448999999999999
2024-02-20,0.021673913043478262,0.9035217391304348,0.07480434782608696,0.1287108695652174
2024-02-21,0.032192307692307694,0.8707692307692307,0.09709615384615386,0.09438461538461539
2024-02-22,0.03676595744680851,0.8724468085106384,0.0907872340425532,0.07770851063829787
2024-02-23,0.020739837398373984,0.8930813008130082,0.08617073170731708,0.12254959349593497
2024-02-26,0.025720930232558135,0.8843255813953489,0.08995348837209302,0.06103023255813953
2024-02-27,0.055972972972972976,0.8744864864864865,0.06956756756756756,-0.006959459459459458
2024-02-28,0.046481481481481485,0.9050370370370371,0.04848148148148148,-0.008918518518518518
2024-02-29,0.05036666666666667,0.8568666666666667,0.09276666666666666,0.07975333333333333
2024-03-01,0.03382352941176471,0.8888039215686274,0.07736274509803921,0.0632656862745098
2024-03-04,0.02025,0.88971875,0.09003125000000001,0.1384375
2024-03-05,0.039358974358974355,0.9093846153846155,0.051256410256410256,0.05316666666666667
2024-03-06,0.038,0.8413846153846154,0.12064102564102565,0.1148820512820513
2024-03-07,0.08121428571428571,0.8359761904761904,0.08280952380952382,-0.015207142857142853
2024-03-08,0.032784946236559136,0.9024193548387096,0.06480645161290323,0.06311182795698925
2024-03-11,0.025224999999999997,0.8683249999999999,0.10642499999999999,0.12785249999999998
2024-03-12,0.022500000000000003,0.8312,0.14633333333333332,0.18866666666666668
2024-03-13,0.027048780487804878,0.9006097560975609,0.07234146341463414,0.08518536585365853
2024-03-14,0.03230555555555556,0.9262222222222223,0.04147222222222222,0.025777777777777774
2024-03-15,0.03685858585858586,0.8451414141414141,0.11801010101010101,0.10723434343434345
2024-03-18,0.023719999999999998,0.8984399999999999,0.07782,0.09244400000000001
2024-03-19,0.029967741935483874,0.8635967741935484,0.10641935483870968,0.12533225806451612
2024-03-20,0.02619672131147541,0.8704098360655738,0.10339344262295083,0.0935327868852459
2024-03-21,0.05703703703703704,0.8422777777777777,0.10066666666666667,0.06034074074074075
2024-03-22,0.03893421052631579,0.9025394736842106,0.05853289473684211,0.03953026315789474
2024-03-25,0.025712121212121214,0.9098181818181819,0.06446969696969697,0.07572575757575759
2024-03-26,0.042576923076923075,0.9180576923076923,0.03934615384615384,0.009563461538461536
2024-03-27,0.05057971014492754,0.861072463768116,0.08834782608695653,0.09556521739130436
2024-03-28,0.03765217391304348,0.8933333333333333,0.06905797101449275,0.028218840579710146
2024-03-29,0.025429752066115703,0.8892520661157025,0.08531404958677687,0.09763140495867768
2024-04-01,0.03467021276595745,0.8837340425531914,0.08158510638297872,0.08181489361702128
2024-04-02,0.04626724137931035,0.8460172413793103,0.10773275862068965,0.07608706896551724
2024-04-03,0.041752000000000004,0.8586,0.099648,0.10092319999999999
2024-04-04,0.024757009345794393,0.8791682242990654,0.09607476635514019,0.10577757009345795
2024-04-05,0.04998581560283688,0.8585815602836879,0.09143971631205675,0.0780354609929078
2024-04-08,0.03292592592592593,0.8889814814814815,0.07808333333333334,0.08759074074074073
2024-04-09,0.03844274809160305,0.8714198473282443,0.09013740458015267,0.1071763358778626
2024-04-10,0.03601449275362319,0.8739710144927536,0.0900072463768116,0.09812536231884057
2024-04-11,0.04521301775147929,0.8754142011834319,0.07933727810650887,0.05277396449704143
2024-04-12,0.05591223404255319,0.8457047872340426,0.09838031914893616,0.052068617021276596
2024-04-15,0.04807792207792208,0.8802272727272727,0.07172077922077923,0.04726623376623377
2024-04-16,0.042994350282485876,0.8689717514124293,0.08803954802259888,0.08577175141242938
2024-04-17,0.06321673003802282,0.851148288973384,0.08563498098859315,0.04949505703422054
2024-04-18,0.05439788732394366,0.849605633802817,0.09248239436619718,0.06966514084507043
2024-04-19,0.04812232415902141,0.8718119266055046,0.08006422018348625,0.06549159021406728
2024-04-22,0.04874553571428571,0.8793303571428571,0.07191964285714285,0.05062633928571429
2024-04-23,0.06760669456066946,0.8478075313807532,0.08456485355648535,0.04776485355648536
2024-04-24,0.04668205128205128,0.8665846153846154,0.08672564102564102,0.06014358974358974
2024-04-25,0.055102941176470584,0.8626666666666667,0.0822328431372549,0.047651960784313725
2024-04-26,0.06703113553113553,0.8434010989010989,0.0852991452991453,0.030889255189255192
2024-04-29,0.07245085803432137,0.8365304212168487,0.08789703588143526,0.02770046801872075
2024-04-30,0.07,0.8433652173913043,0.08662608695652174,0.005110434782608696
